conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
86,Wayne Chi;Prachi Kumar;Suri Yaddanapudi;Suresh Rahul;Umut Isik,Generating music with a self-correcting non-chronological autoregressive model,2020,https://doi.org/10.5281/zenodo.4245578,Wayne Chi+Amazon Web Services>USA>company;Prachi Kumar+Amazon Web Services>USA>company;Suri Yaddanapudi+Amazon Web Services>USA>company;Rahul Suresh+Amazon Web Services>USA>company;Umut Isik+Amazon Web Services>USA>company,"We describe a novel approach for generating music using a self-correcting, non-chronological, autoregressive model. We represent music as a sequence of edit events, each of which denotes either the addition or removal of a note---even a note previously generated by the model. During inference, we generate one edit event at a time using direct ancestral sampling. Our approach allows the model to fix previous mistakes such as incorrectly sampled notes and prevent accumulation of errors which autoregressive models are prone to have. Another benefit of our approach is a finer degree of control during human and AI collaboration as our approach is notewise online. We show through quantitative metrics and human survey evaluation that our approach generates better results than orderless NADE and Gibbs sampling approaches.",USA,company,Developed economies,"[26.780725, -0.90317464]","[-44.26794, 10.637398]","[11.647928, 3.9053142, 4.879064]","[-22.39766, 9.355417, -10.179788]","[10.269527, 8.471552]","[9.185632, 4.8153706]","[12.998215, 8.582512, 0.40336177]","[10.151756, 4.9017887, 9.934495]"
85,Derek S Cheng;Thorsten Joachims;Douglas Turnbull,Exploring acoustic similarity for novel music recommendation,2020,https://doi.org/10.5281/zenodo.4245500,Derek Cheng+Cornell University>USA>education;Thorsten Joachims+Cornell University>USA>education;Douglas Turnbull+Ithaca College>USA>education,"Most commercial music services rely on collaborative filtering to recommend artists and songs. While this method is effective for popular artists with large fanbases, it can present difficulties for recommending novel, lesser known artists due to a relative lack of user preference data. In this paper, we therefore seek to understand how content-based approaches can be used to more effectively recommend songs from these lesser known artists. Specifically, we conduct a user study to answer three questions. Firstly, do most users agree which songs are most acoustically similar? Secondly, is acoustic similarity a good proxy for how an individual might construct a playlist or recommend music to a friend? Thirdly, if so, can we find acoustic features that are related to human judgments of acoustic similarity? To answer these questions, our study asked 117 test subjects to compare two unknown candidate songs relative to a third known reference song. Our findings show that 1) judgments about acoustic similarity are fairly consistent, 2) acoustic similarity is highly correlated with playlist selection and recommendation, but not necessarily personal preference, and 3) we identify a subset of acoustic features from the Spotify Web API that is particularly predictive of human similarity judgments.",USA,education,Developed economies,"[-48.374413, 23.381084]","[40.76256, 16.026646]","[-33.84488, 7.143131, -6.2630377]","[15.755728, 6.5243254, 12.378036]","[15.783189, 6.8877068]","[13.372044, 2.3288417]","[17.52619, 7.5826693, -1.1073415]","[13.86302, 4.0528193, 13.351771]"
84,Karim M. Ibrahim;Elena V. Epure;Geoffroy Peeters;Gael Richard,Should we consider the users in contextual music auto-tagging models?,2020,https://doi.org/10.5281/zenodo.4245426,Karim M. Ibrahim+Télécom Paris>FRA>education|Deezer Research>FRA>company;Elena V. Epure+Deezer Research>FRA>company;Geoffroy Peeters+Télécom Paris>FRA>education;Gaël Richard+Télécom Paris>FRA>education,"Music tags are commonly used to describe and categorize music. Various auto-tagging models and datasets have been proposed for the automatic music annotation with tags. However, the past approaches often neglect the fact that many of these tags largely depend on the user, especially the tags related to the context of music listening. In this paper, we address this problem by proposing a user-aware music auto-tagging system and evaluation protocol. Specifically, we use both the audio content and user information extracted from the user listening history to predict contextual tags for a given user/track pair. We propose a new dataset of music tracks annotated with contextual tags per user. We compare our model to the traditional audio-based model and study the influence of user embeddings on the classification quality. Our work shows that explicitly modeling the user listening history into the automatic tagging process could lead to more accurate estimation of contextual tags.",FRA,education,Developed economies,"[-20.41862, 39.57187]","[30.300499, 9.720734]","[-28.546555, -6.818935, 6.4018645]","[19.838383, 13.541502, 4.6672015]","[15.203094, 8.29528]","[12.2956705, 3.1341195]","[16.765383, 9.220434, -2.0393968]","[13.603363, 4.8680487, 12.142624]"
60,Sangeun Kum;Jing-Hua Lin;Li Su;Juhan Nam,Semi-supervised learning using teacher-student models for vocal melody extraction,2020,https://doi.org/10.5281/zenodo.4245374,"Sangeun Kum+Graduate School of Culture Technology, KAIST>KOR>education|Institute of Information Science, Academia Sinica>TWN>education;Jing-Hua Lin+Institute of Information Science, Academia Sinica>TWN>education;Li Su+Institute of Information Science, Academia Sinica>TWN>education;Juhan Nam+Graduate School of Culture Technology, KAIST>KOR>education","The lack of labeled data is a major obstacle in many music information retrieval tasks such as melody extraction, where labeling is extremely laborious or costly. Semi-supervised learning (SSL) provides a solution to alleviate the issue by leveraging a large amount of unlabeled data. In this paper, we propose an SSL method using teacher-student models for vocal melody extraction. The teacher model is pre-trained with labeled data and guides the student model to make identical predictions given unlabeled input in a self-training setting. We examine three setups of teacher-student models with different data augmentation schemes and loss functions. Also, considering the scarcity of labeled data in the test phase, we artificially generate large-scale testing data with pitch labels from unlabeled data using an analysis-synthesis method. The results show that the SSL method significantly increases the performance against supervised learning only and the improvement depends on the teacher-student models, the size of unlabeled data, the number of self-training iterations, and other training details. We also find that it is essential to ensure that the unlabeled audio has vocal parts. Finally, we show that the proposed SSL method allows a simple convolutional recurrent neural network model to achieve performance comparable to state-of-the-arts.",KOR,education,Developing economies,"[20.64683, 12.440512]","[-39.540142, -20.533482]","[12.989191, -1.0813612, 22.713722]","[1.8017548, 1.5817412, -25.651426]","[10.619105, 9.81922]","[9.1464615, 3.3570628]","[13.827479, 9.462541, 1.1496536]","[11.225983, 6.5417905, 10.037563]"
61,Yin-Jyun Luo;Kin Wai Cheuk;Tomoyasu Nakano;Masataka Goto;Dorien Herremans,Unsupervised disentanglement of pitch and timbre for isolated musical instrument sounds,2020,https://doi.org/10.5281/zenodo.4245532,"Yin-Jyun Luo+Singapore University of Technology and Design (SUTD)>SGP>education|Institute of High Performance Computing, A*STAR>SGP>facility;Kin Wai Cheuk+Singapore University of Technology and Design (SUTD)>SGP>education|Institute of High Performance Computing, A*STAR>SGP>facility;Tomoyasu Nakano+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Dorien Herremans+Singapore University of Technology and Design (SUTD)>SGP>education|Institute of High Performance Computing, A*STAR>SGP>facility","Disentangling factors of variation aims to uncover latent variables that underlie the process of data generation. In this paper, we propose a framework that achieves unsupervised pitch and timbre disentanglement for isolated musical instrument sounds without relying on data annotations or pre-trained neural networks. Our framework, based on variational auto-encoders, takes as input a spectral frame, and encodes pitch and timbre as categorical and continuous variables, respectively. The input is then reconstructed by combining those variables. Under an unsupervised training setting, a major challenge is that encoders are tasked to capture factors of interest with distinct latent representations, without access to the corresponding ground-truth labels. We therefore introduce auxiliary tasks and objectives which leverage pitch shifting as a strategy to create surrogate labels, thereby encouraging the disentanglement of pitch and timbre. Through an ablation study we analyze the impact of the proposed objectives. The evaluation shows the efficacy of the proposed framework for learning disentangled representations, and verifies its applicability to unsupervised pitch classification and conditional spectral synthesis.",SGP,education,Developing economies,"[37.05752, 4.335767]","[-44.19853, -0.6332347]","[18.097954, -6.582892, -8.6713505]","[-18.390425, 6.3367147, -20.628523]","[8.957343, 8.900037]","[8.708479, 5.091828]","[12.5216675, 9.788845, -1.3045446]","[10.329227, 5.452677, 9.456101]"
62,Chitralekha Gupta;Lin Huang;Haizhou Li,Automatic rank-ordering of singing vocals with twin-neural network,2020,https://doi.org/10.5281/zenodo.4245458,Chitralekha Gupta+National University of Singapore>SGP>education;Lin Huang+National University of Singapore>SGP>education;Haizhou Li+National University of Singapore>SGP>education|University of Bremen>DEU>education,"When making judgements, humans are known to be better at choosing a preferred option amongst a small number of options, rather than giving an absolute ranking of all the options. This preference-based judgment rank-ordering method is called Best-Worst Scaling (BWS). Inspired by this concept, we propose a preference-based framework to generate a relative rank-ordering of singing vocals, and therefore, singers. We adopt a twin-neural network (Siamese) that learns to choose a preferred candidate in terms of singing quality between two inputs. With a few such pairwise comparisons, this method generates a relative rank-order of a complete list of singers. Additionally, we incorporate a knowledge-based musically-relevant pitch histogram representation, as a conditioning vector, to provide explicit musical information to the network. The experiments show that this method is able to reliably evaluate singing quality and rank-order singing vocals, independent of the song or the singer. The results suggest that the twin-neural network learns the underlying discerning properties relevant to singing quality, instead of being specific to the content of a song or singer.",SGP,education,Developing economies,"[26.327175, -35.956425]","[42.821636, -12.525625]","[2.2472608, -19.287422, 12.987912]","[27.865631, -0.87752444, 0.26297757]","[10.3844595, 10.883123]","[8.392256, 4.109555]","[13.619062, 10.816471, 0.07101644]","[10.745041, 6.6837883, 9.85881]"
63,Cheng-Zhi Anna Huang;Hendrik Vincent Koops;Ed Newton-Rex;Monica Dinculescu;Carrie Cai,AI song contest: Human-AI co-creation in songwriting,2020,https://doi.org/10.5281/zenodo.4245530,Cheng-Zhi Anna Huang+Google Brain>USA>company;Hendrik Vincent Koops+RTL Netherlands>NLD>company;Ed Newton-Rex+ByteDance>CHN>company;Monica Dinculescu+Google Brain>USA>company;Carrie J. Cai+Google Brain>USA>company,"Machine learning is challenging the way we make music. Although research in deep generative models has dramatically improved the capability and fluency of music models, recent work has shown that it can be challenging for humans to partner with this new class of algorithms. In this paper, we present findings on what 13 musician/developer teams, a total of 61 users, needed when co-creating a song with AI, the challenges they faced, and how they leveraged and repurposed existing characteristics of AI to overcome some of these challenges. Many teams adopted modular approaches, such as independently running multiple smaller models that align with the musical building blocks of a song, before re-combining their results. As ML models are not easily steerable, teams also generated massive numbers of samples and curated them post-hoc, or used a range of strategies to direct the generation or algorithmically ranked the samples. Ultimately, teams not only had to manage the ``flare and focus'' aspects of the creative process, but also juggle that with a parallel process of exploring and curating multiple ML models and outputs. These findings reflect a need to design machine learning-powered music interfaces that are more decomposable, steerable, interpretable, and adaptive, which in return will enable artists to more effectively explore how AI can extend their personal expression.",USA,company,Developed economies,"[-27.966337, -16.362202]","[-49.405437, 5.2209015]","[-7.005913, 22.70921, 5.1411486]","[-12.986389, 10.791528, -16.486408]","[12.199342, 5.2651057]","[9.850033, 4.8347826]","[14.938117, 7.121198, -0.24591176]","[10.722476, 4.916612, 10.195707]"
64,Kosetsu Tsukuda;Masataka Goto,Analysis of song/artist latent features and its application for song search,2020,https://doi.org/10.5281/zenodo.4245538,Kosetsu Tsukuda+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"For recommending songs to a user, one effective approach is to represent artists and songs with latent vectors and predict the user's preference toward the songs. Although the latent vectors represent the characteristics of artists and songs well, they have typically been used only for computing the preference score. In this paper, we discuss how we can leverage these vectors for realizing applications that enable users to search for songs from new perspectives. To this end, by embedding song/artist vectors into the same feature space, we first propose two concepts of artist-song relationships: overall similarity and prominent affinity. Overall similarity is the degree to which the characteristics of a song are similar overall to the characteristics of the artist; while prominent affinity is the degree to which a song prominently represents the characteristics of the artist. By using Last.fm play logs for two years, we analyze the characteristics of the concepts. Moreover, based on the analysis results, we propose three applications for song search. Through case studies, we demonstrate that our proposed applications are beneficial for searching for songs according to the users' various search intents.",JPN,facility,Developed economies,"[-17.701948, 11.595828]","[40.19043, 14.530434]","[-17.990559, -3.410662, -6.8824377]","[17.836449, 4.1983767, 11.068035]","[13.363379, 7.2317944]","[13.114426, 2.3845067]","[15.346044, 8.231838, -2.1428745]","[13.658709, 4.2553387, 13.218112]"
65,Andrew McLeod;James Owers;Kazuyoshi Yoshii,The MIDI degradation toolkit: Symbolic music augmentation and correction,2020,https://doi.org/10.5281/zenodo.4245566,Andrew McLeod+EPFL>CHE>education;James Owers+University of Edinburgh>GBR>education;Kazuyoshi Yoshii+Kyoto University>JPN>education,"In this paper, we introduce the MIDI Degradation Toolkit (MDTK), containing functions which take as input a musical excerpt (a set of notes with pitch, onset time, and duration), and return a ``degraded'' version of that excerpt with some error (or errors) introduced. Using the toolkit, we create the Altered and Corrupted MIDI Excerpts dataset version 1.0 (ACME v1.0), and propose four tasks of increasing difficulty to detect, classify, locate, and correct the degradations. We hypothesize that models trained for these tasks can be useful in (for example) improving automatic music transcription performance if applied as a post-processing step. To that end, MDTK includes a script that measures the distribution of different types of errors in a transcription, and creates a degraded dataset with similar properties. MDTK's degradations can also be applied dynamically to a dataset during training (with or without the above script), generating novel degraded excerpts each epoch. MDTK could also be used to test the robustness of any system designed to take MIDI (or similar) data as input (e.g. systems designed for voice separation, metrical alignment, or chord detection) to such transcription errors or otherwise noisy data. The toolkit and dataset are both publicly available online, and we encourage contribution and feedback from the community.",CHE,education,Developed economies,"[16.49378, -1.8224425]","[-15.072139, -19.714022]","[20.3784, 11.552911, -1.115102]","[-0.7027108, -10.260218, -4.8846807]","[9.606982, 6.8464184]","[8.1903715, 1.6443663]","[12.565942, 7.6696663, 0.04713696]","[9.729887, 6.1068387, 11.388589]"
66,Hao-Wen Dong;Ke Chen;Julian McAuley;Taylor Berg-Kirkpatrick,MusPy: A toolkit for symbolic music generation,2020,https://doi.org/10.5281/zenodo.4245380,Hao-Wen Dong+University of California San Diego>USA>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Ke Chen+University of California San Diego>USA>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Julian McAuley+University of California San Diego>USA>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Taylor Berg-Kirkpatrick+University of California San Diego>USA>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown,"In this paper, we present MusPy, an open source Python library for symbolic music generation. MusPy provides easy-to-use tools for essential components in a music generation system, including dataset management, data I/O, data preprocessing and model evaluation. In order to showcase its potential, we present statistical analysis of the eleven datasets currently supported by MusPy. Moreover, we conduct a cross-dataset generalizability experiment by training an autoregressive model on each dataset and measuring held-out likelihood on the others---a process which is made easier by MusPy's dataset management system. The results provide a map of domain overlap between various commonly used datasets and show that some datasets contain more representative cross-genre samples than others. Along with the dataset analysis, these results might serve as a guide for choosing datasets in future research. Source code and documentation are available at https://github.com/salu133445/muspy .",USA,education,Developed economies,"[17.697878, 1.1879398]","[-2.9728599, 22.73395]","[14.8674135, 11.98409, 1.9120555]","[-8.459463, 1.9631125, 10.515108]","[10.005279, 8.425722]","[10.409444, 3.1706033]","[12.831285, 8.02039, 0.6928167]","[11.090836, 5.20143, 11.74285]"
67,Philippe Esling;Théis Bazin;Adrien Bitton;Tristan J. J. Carsault;Ninon Devis,Ultra-light deep MIR by trimming lottery tickets,2020,https://doi.org/10.5281/zenodo.4245492,Philippe Esling+IRCAM - Sorbonne Université>FRA>education|CNRS>FRA>facility;Theis Bazin+IRCAM - Sorbonne Université>FRA>education|CNRS>FRA>facility;Adrien Bitton+IRCAM - Sorbonne Université>FRA>education|CNRS>FRA>facility;Tristan Carsault+IRCAM - Sorbonne Université>FRA>education|CNRS>FRA>facility;Ninon Devis+IRCAM - Sorbonne Université>FRA>education|CNRS>FRA>facility,"Current state-of-art results in Music Information Retrieval are largely dominated by deep learning approaches. These provide unprecedented accuracy across all discriminative tasks. However, the consistently overlooked downside of these models is their stunningly massive complexity, which seems concomitantly crucial to their success. In this paper, we address this issue by developing a new approach based on the recent lottery ticket hypothesis. We modify the original lottery approach to allow for explicitly removing parameters, through structured trimming of entire units, instead of simply masking individual weights. This allows to obtain models which are effectively lighter in terms of size, memory and number of operations.We show that our proposal allows to remove up to 95% of the models parameters without loss of accuracy, leading to ultra-light deep MIR models. We confirm the surprising result that, at smaller compression ratios (removing up to 90% of the network), lighter models consistently outperform their heavier counterpart. We exhibit these results on a large array of MIR tasks including audio classification, pitch recognition, chord extraction, drum transcription and onset estimation. These resulting ultra-light deep models for MIR can run on CPU, and can even fit on embedded devices with minimal degradation of accuracy.",FRA,education,Developed economies,"[-64.1614, 0.10829939]","[-41.36942, -8.249284]","[-7.484922, 38.304295, -6.6507196]","[-6.293853, 0.52554244, -17.70724]","[11.5915785, 3.6878488]","[9.680285, 4.1672263]","[14.366002, 4.93977, 0.534496]","[11.037073, 5.802843, 10.0442705]"
68,Gabriel Meseguer Brocal;Rachel Bittner;Simon Durand;Brian Brost,Data cleansing with contrastive learning for vocal note event annotations,2020,https://doi.org/10.5281/zenodo.4245420,Gabriel Meseguer-Brocal+Ircam/CNRS/SU>FRA>education;Rachel Bittner+Spotify>USA>company;Simon Durand+Spotify>USA>company;Brian Brost+Spotify>USA>company,"Data cleansing is a well studied strategy for cleaning erroneous labels in datasets, which has not yet been widely adopted in Music Information Retrieval.Previously proposed data cleansing models do not consider structured (e.g. time varying) labels, such as those common to music data.We propose a novel data cleansing model for time-varying, structured labels which exploits the local structure of the labels, and demonstrate its usefulness for vocal note event annotations in music.Our model is trained in a contrastive learning manner by automatically contrasting likely correct labels pairs against local deformations of them.We demonstrate that the accuracy of a transcription model improves greatly when trained using our proposed data cleaning strategy compared with the accuracy when trained using the original dataset.Additionally we use our model to estimate the annotation error rates in the DALI dataset, and highlight other potential uses for this type of model.",FRA,education,Developed economies,"[21.194185, -30.665247]","[-39.57831, -12.79154]","[-0.24906299, -19.819843, 22.031538]","[-8.834104, -3.3935566, -18.934753]","[10.696755, 10.854699]","[9.24047, 3.5483596]","[13.988222, 10.776371, 0.26333323]","[10.844036, 6.3959503, 10.189356]"
69,Juan S. Gómez-Cañón;Estefania Cano;Perfecto Herrera;Emilia Gomez,Joyful for you and tender for us: the influence of individual characteristics and language on emotion labeling and classification,2020,https://doi.org/10.5281/zenodo.4245568,"Juan Sebastián Gómez-Cañón+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Estefanía Cano+Songquito UG>DEU>company;Perfecto Herrera+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Emilia Gómez+European Commission, Joint Research Centre>ESP>facility","Tagging a musical excerpt with an emotion label may result in a vague and ambivalent exercise. This subjectivity entangles several high-level music description tasks when the computational models built to address them produce predictions on the basis of a ""ground truth"". In this study, we investigate the relationship between emotions perceived in pop and rock music (mainly in Euro-American styles) and personal characteristics from the listener, using language as a key feature. Our goal is to understand the influence of lyrics comprehension on music emotion perception and use this knowledge to improve Music Emotion Recognition (MER) models. We systematically analyze over 30K annotations of 22 musical fragments to assess the impact of individual differences on agreement, as defined by Krippendorff's coefficient. We employ personal characteristics to form group-based annotations by assembling ratings with respect to listeners' familiarity, preference, lyrics comprehension, and music sophistication. Finally, we study our group-based annotations in a two-fold approach: (1) assessing the similarity within annotations using manifold learning algorithms and unsupervised clustering, and (2) analyzing their performance by training classification models with diverse ""ground truths"". Our results suggest that a) applying a broader categorization of taxonomies and b) using multi-label, group-based annotations based on language, can be beneficial for MER models.",ESP,education,Developed economies,"[-31.051825, 48.989075]","[14.785275, 40.839626]","[-28.53695, 11.195069, 11.893938]","[9.757606, 25.547825, 6.4356594]","[16.046755, 9.592846]","[13.209451, 4.0314984]","[17.325974, 10.688851, 0.5177898]","[14.064937, 3.8604167, 11.16698]"
70,Francisco J. Castellanos;Jorge Calvo-Zaragoza;Jose M. Inesta,A neural approach for full-page optical music recognition of mensural documents,2020,https://doi.org/10.5281/zenodo.4245494,Francisco J. Castellanos+University of Alicante>ESP>education;Jorge Calvo-Zaragoza+University of Alicante>ESP>education;Jose M. Inesta+University of Alicante>ESP>education,"The digitization of the content within musical manuscripts allows the possibility of preserving, disseminating, and exploiting that cultural heritage. The automation of this process has been object of study for a long time in the field of Optical Music Recognition (OMR), with a wide variety of proposed solutions. Currently, there is a tendency to use machine learning strategies based on neural networks because of their high performance and flexibility to adapt to different scenarios by changing only the training data. However, most of the recent literature addresses only specific parts of the traditional OMR workflow such as music object detection or symbol classification. In this paper, we progress one step further by proposing a full-page OMR system for Mensural notation scores that consists of simply two processes, which are enough to extract the symbolic music information from a full page. More precisely, our pipeline uses Selectional Auto-Encoders to extract single staff regions, combined with end-to-end staff-level recognition based on Convolutional Recurrent Neural Networks for retrieving the music notation. The results confirm the adequacy of our method, reporting a successful behavior on two Mensural collections (Capitan and Seils datasets) with a straightforward implementation.",ESP,education,Developed economies,"[43.103165, 18.600157]","[0.96018064, -49.9397]","[24.692062, 10.315992, -12.948191]","[2.3647876, -28.151096, -9.836726]","[7.8712277, 9.099494]","[9.250254, -3.0079455]","[11.660059, 9.664354, -2.6029308]","[8.398886, 3.9960577, 10.76468]"
58,Yu-Fen Huang;Jeng-I Liang;I-CHIEH WEI;Li Su,Joint analysis of mode and playing technique in guqin performance with machine learning,2020,https://doi.org/10.5281/zenodo.4245378,"Yu-Fen Huang+Institute of Information Science, Academia Sinica>TWN>facility|Taipei National University of the Arts>Unknown>education;Jeng-I Liang+Taipei National University of the Arts>Unknown>education;I-Chieh Wei+Institute of Information Science, Academia Sinica>TWN>facility;Li Su+Institute of Information Science, Academia Sinica>TWN>facility","Music is hierarchically structured, in which the global attributes (e.g., the determined tonal structure, musical form) dominate the distribution of local elements (e.g., pitch, playing technique arrangement). Existing methods for instrumental playing technique detection mostly focus on the local features extracted from audio. However, we argue that structural information is critical for both global and local tasks, particularly considering the characteristics of Guqin music. Incorporating mode and playing technique analysis, this study demonstrates that the structural relationship between notes is crucial for detecting mode, and such information also provides extra guidance for the playing technique detection in local-level. In this study, a new dataset is compiled for Guqin performance analysis. The mode detection is achieved by pattern matching, and the predicted results are conjoined with audio features to be inputted into a neural network for playing technique detection. Advanced techniques are developed to optimize the extracted pitch contour from the audio. It is manifest in the results that the global and local features are inter-connected in Guqin music. Our analysis identifies key components affecting the recognition of mode and playing technique, and challenging cases resulting from unique properties in Guqin audio signal are discussed for further research.",TWN,facility,Developing economies,"[15.042131, -43.97022]","[-23.924551, 0.48111597]","[27.411253, -15.693359, -14.079022]","[-12.373883, -14.259524, -13.619376]","[8.369552, 6.0151644]","[8.153725, 2.4141476]","[11.662821, 7.343958, -1.147288]","[9.872453, 6.5254717, 11.482402]"
71,Fred Bruford;Olivier Lartillot;SKoT McDonald;Mark B. Sandler,Multidimensional similarity modelling of complex drum loops using the GrooveToolbox,2020,https://doi.org/10.5281/zenodo.4245418,"Fred Bruford+Centre for Digital Music, Queen Mary University>GBR>education;Olivier Lartillot+RITMO Centre for Interdisciplinary Studies in Rhythm, Time and Motion, University of Oslo>NOR>education;SKoT McDonald+inMusic Brands inc>USA>company;Mark Sandler+Centre for Digital Music, Queen Mary University>GBR>education","The GrooveToolbox is a new Python library implementing numerous algorithms, both novel and pre-existing, for the analysis of symbolic drum loops, including rhythm features, similarity metrics and microtiming features. As part of the GrooveToolbox we introduce two new metrics of rhythm similarity and four new features for describing the perceptually salient properties of microtiming deviations in drum loops. Based on a two-part perceptual evaluation, we show these four new microtiming features can each correlate to similarity perception, and be used along with rhythm similarity metrics to improve personalized similarity models for complex drum loops. A new measure of structural rhythmic similarity is also shown to correlate more strongly to similarity perception of drum loops than the more commonly used Hamming distance. These results point to the potential application of the GrooveToolbox and its new features in drum loop analysis for intelligent music production tools. The GrooveToolbox may be found at:  https://github.com/fredbru/GrooveToolbox",GBR,education,Developed economies,"[44.780495, 0.16075402]","[-6.944056, -5.702852]","[30.452343, -20.988026, -7.2665486]","[-10.924454, -12.292101, 3.2664788]","[7.3626757, 6.9043584]","[8.338212, -0.25055888]","[10.700128, 9.412421, -0.58808696]","[8.789314, 6.15346, 12.696273]"
73,HAO HAO TAN;Dorien Herremans,Music FaderNets: Controllable music generation based on high-Level features via low-level feature modelling,2020,https://doi.org/10.5281/zenodo.4245376,Hao Hao Tan+Singapore University of Technology and Design>SGP>education;Dorien Herremans+Singapore University of Technology and Design>SGP>education,"High-level musical qualities (such as emotion) are often abstract, subjective, and hard to quantify. Given these difficulties, it is not easy to learn good feature representations with supervised learning techniques, either because of the insufficiency of labels, or the subjectiveness (and hence large variance) in human-annotated labels. In this paper, we present a framework that can learn high-level feature representations with a limited amount of data, by first modelling their corresponding quantifiable low-level attributes. We refer to our proposed framework as Music FaderNets, which is inspired by the fact that low-level attributes can be continuously manipulated by separate ""sliding faders"" through feature disentanglement and latent regularization techniques. High-level features are then inferred from the low-level representations through semi-supervised clustering using Gaussian Mixture Variational Autoencoders (GM-VAEs). Using arousal as an example of a high-level feature, we show that the ""faders"" of our model are disentangled and change linearly w.r.t. the modelled low-level attributes of the generated output music. Furthermore, we demonstrate that the model successfully learns the intrinsic relationship between arousal and its corresponding low-level attributes (rhythm and note density), with only 1% of the training set being labelled. Finally, using the learnt high-level feature representations, we explore the application of our framework in style transfer tasks across different arousal states. The effectiveness of this approach is verified through a subjective listening test.",SGP,education,Developing economies,"[19.891056, 2.4094355]","[-42.83727, 0.20126846]","[13.055762, 14.677009, 6.5863805]","[-17.459564, 4.796716, -22.071772]","[10.285965, 8.656262]","[8.80354, 5.170896]","[12.795779, 8.30906, 0.6906759]","[10.416722, 5.4303255, 9.493761]"
74,Sebastian Böck;Matthew Davies,"Deconstruct, analyse, reconstruct: How to improve tempo, beat, and downbeat estimation",2020,https://doi.org/10.5281/zenodo.4245498,Sebastian Böck+enliteAI>AUT>company;Matthew E. P. Davies+University of Coimbra>PRT>education,"In this paper, we undertake a critical assessment of a state-of-the-art deep neural network approach for computational rhythm analysis. Our methodology is to deconstruct this approach, analyse its constituent parts, and then reconstruct it. To this end, we devise a novel multi-task approach for the simultaneous estimation of tempo, beat, and downbeat. In particular, we seek to embed more explicit musical knowledge into the design decisions in building the network. We additionally reflect this outlook when training the network, and include a simple data augmentation strategy to increase the network's exposure to a wider range of tempi, and hence beat and downbeat information. Via an in-depth comparative evaluation, we present state-of-the-art results over all three tasks, with performance increases of up to 6% points over existing systems.",AUT,company,Developed economies,"[4.5793676, -50.17604]","[-24.030207, -11.832702]","[8.759052, -23.373547, -0.29466414]","[-10.079919, -19.092737, -9.142292]","[9.189564, 4.6128287]","[6.8324833, -0.6636396]","[12.068756, 5.9789944, -0.7929991]","[8.445386, 6.722867, 11.308836]"
75,Bo-Yu Chen;Jordan B. L. Smith;Yi-Hsuan Yang,Neural loop combiner: Neural network models for assessing the compatibility of loops,2020,https://doi.org/10.5281/zenodo.4245462,Bo-Yu Chen+Academia Sinica>TWN>education|TikTok>GBR>company;Jordan B. L. Smith+TikTok>GBR>company;Yi-Hsuan Yang+Academia Sinica>TWN>education,"Music producers who use loops may have access to thousands in loop libraries, but finding ones that are compatible is a time-consuming process; we hope to reduce this burden with automation. State-of-the-art systems for estimating compatibility, such as AutoMashUpper, are mostly rule-based and could be improved on with machine learning. To train a model, we need a large set of loops with ground truth compatibility values. No such dataset exists, so we extract loops from existing music to obtain positive examples of compatible loops, and propose and compare various strategies for choosing negative examples. For reproducibility, we curate data from the Free Music Archive. Using this data, we investigate two types of model architectures for estimating the compatibility of loops: one based on a Siamese network, and the other a pure convolutional neural network (CNN). We conducted a user study in which participants rated the quality of the combinations suggested by each model, and found the CNN to outperform the Siamese network. Both model-based approaches outperformed the rule-based one. We have opened source the code for building the models and the dataset.",TWN,education,Developing economies,"[30.140797, -3.8316202]","[-48.82987, -11.297903]","[24.82067, 14.693759, 5.7899466]","[-19.335527, -11.303986, -20.358288]","[9.742476, 8.5175495]","[8.241499, 4.4878874]","[12.641702, 8.753861, 0.29709727]","[10.433305, 6.2451525, 9.899144]"
